id,Title,description,Communities,Industries,Locations,Topics,link,email
2689,Six County Association of Governments,"Region 6 Economic Development focuses on fostering economic growth in Morgan, Tooele, and Weber Counties by supporting local businesses, attracting new investments, and enhancing community development. It provides resources, strategic partnerships, and workforce initiatives to strengthen the region's economy. Through collaboration and innovation, Region 6 aims to create sustainable opportunities for businesses and residents alike.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Juab|Millard|Piute|Sanpete|Sevier|Wayne,Entrepreneurship Communities|Funding|Late Stage Growth,https://r6.utah.gov/,abbyivory@sixcounty.com
2690,Uinta Basin Association of Governments,"The Uintah Basin Association of Governments (UBAOG) serves Daggett, Duchesne, and Uintah counties in Utah, offering programs to enhance economic and social development. Their services include housing rehabilitation, community services, and the H.E.A.T. program, which provides utility assistance to eligible households. UBAOG also operates food pantries and offers emergency shelter options for residents in need.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Daggett|Duchesne|Uintah,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.ubaog.org/,laurieb@ubaog.org
2691,Wasatch Front Regional Council,"The Wasatch Front Regional Council (WFRC) is an association of governments comprising elected officials from Box Elder, Davis, Morgan, Salt Lake, Tooele, and Weber counties in Utah. As the designated Metropolitan Planning Organization (MPO) for the Salt Lake City-West Valley City and Ogden-Layton urbanized areas, WFRC coordinates transportation planning, regional visioning, and community and economic development efforts. Their mission is to build consensus and enhance quality of life by developing and implementing visions and plans for a well-functioning multi-modal transportation system, livable communities, a strong economy, and a healthy environment.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Davis|Morgan|Salt Lake|Tooele|Weber,Entrepreneurship Communities|Funding|Late Stage Growth,https://wfrc.org/contact/,
2692,Southeastern Association of Local Governments,"The Southeastern Utah Association of Local Governments (SEUALG) serves Carbon, Emery, Grand, and San Juan counties, focusing on economic development, housing, and community services. Their programs include housing assistance, transportation planning, food security initiatives, community gardens, weatherization services, and income tax assistance. SEUALG also offers aging services, poverty initiatives, and business finance support to enhance the quality of life for residents in southeastern Utah.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Carbon|Emery|Grand|San Juan,Entrepreneurship Communities|Funding|Late Stage Growth,https://serda.utah.gov/,
2693,Mountainland Association of Governments,"The Mountainland Association of Governments (MAG) serves Summit, Utah, and Wasatch counties, focusing on regional collaboration, access to funding and services, and advocating for local issues. MAG's programs include Aging & Family Services, Community & Economic Development, and Planning for Growth, aiming to empower communities to achieve their vision.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Summit|Utah|Wasatch,Entrepreneurship Communities|Funding|Late Stage Growth,https://mountainland.org/,mcarroll@magutah.gov
2694,Bear River Association of Governments,"The Bear River Association of Governments (BRAG) serves Box Elder, Cache, and Rich counties in Utah, offering services for low-income households, seniors, and individuals with disabilities. BRAG also provides community and economic development assistance to local governments, aiming to enhance regional cooperation and development.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Box Elder|Cache|Rich,Entrepreneurship Communities|Funding|Late Stage Growth,https://brag.utah.gov/,
2695,Five County Association of Governments,"The Five County Association of Governments (FCAOG) is a voluntary association serving the southwestern Utah counties of Beaver, Garfield, Iron, Kane, and Washington. Established in 1972, FCAOG provides assistance in community and economic development, transportation planning, aging programs, and human services to enhance regional collaboration and address area-wide concerns. Their main office is located in St. George, with a satellite office in Cedar City.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Garfield|Iron|Kane|Washington,Entrepreneurship Communities|Funding|Late Stage Growth,http://www.fivecounty.utah.gov/,info@fivecounty.utah.gov
2696,Vernal Downtown Alliance,"The Vernal Downtown Alliance is a nonprofit organization dedicated to revitalizing and promoting Vernal's historic downtown area. It provides networking opportunities for business owners, connects them to essential resources, and collaborates with local agencies to create a prosperous and welcoming downtown environment. Guided by the Main Street Approach, the Alliance focuses on economic vitality, design, promotion, and organization to strengthen the community's core.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Daggett|Duchesne|Uintah,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.vernaldowntown.org/,vernaldt@gmail.com
2697,Uintah County Economic Development,"The Uintah County Economic Development Department in Utah fosters sustainable economic growth by supporting local businesses, attracting new enterprises, and enhancing residents' quality of life. It offers resources such as grants, business incentives, and strategic planning to promote a vibrant economy. The department collaborates with public and private partners to provide programs and services that encourage entrepreneurship and job creation within the region.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Daggett|Duchesne|Uintah,Entrepreneurship Communities|Funding|Late Stage Growth,https://business.uintah.gov/,tcampbell@uintah.utah.gov
2698,Utah Alliance for Economic Development,"The Utah Alliance for Economic Development is a statewide organization made up of economic development professionals from various sectors, including government, utilities, real estate, and private firms. It focuses on supporting Utah’s economy by offering professional development, networking opportunities, and advocating for policies that strengthen local communities. The Alliance also hosts quarterly meetings in different cities to encourage collaboration and knowledge sharing among its members.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.utahalliance.com/,utahalliance@utahalliance.com
2699,Utah Inland Port Authority,"The Utah Inland Port Authority (UIPA) is a state organization leading and implementing logistics solutions to support Utah's economic growth and environmental protection. It focuses on creating generational regional economic growth, establishing Utah as a leading global trade logistics hub, and advancing sustainable and smart supply chains. UIPA collaborates with communities across the state to set a foundation for positive generational impact, ensuring a brighter future for all Utah residents.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Late Stage Growth,https://inlandportauthority.utah.gov/,info@inlandportauthority.utah.gov
2700,Utah Regional Growth Association,The Utah Regional Growth Association assists Utah communities in creating and deploying strategies that lead to economic growth and diversification.,,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding|Late Stage Growth,https://www.utrga.org/,
